VendorPartNo,Sales Year,Make,Category,IsDevelopment,Total VIO,FirstSoldDate,vehicleMaxQty,PartsAuthority,SSF,Worldpac,PartsAuthority Sales count,SSF Sales count,WorldPac Sales count,UnitsSold360 Sales count,Total Units Sold Sales count,SalesYearRank
NAD101490,2018,Land Rover,Electrical,0,92923,2006-09-16,1,1,0,0,44.0,0.0,0.0,0.0,88.0,13
NAD101490,2019,Land Rover,Electrical,0,92923,2006-09-16,1,1,0,0,83.0,0.0,0.0,138.0,114.0,14
NAD101490,2020,Land Rover,Electrical,0,92923,2006-09-16,1,1,0,0,95.0,0.0,0.0,0.0,110.0,15
NBH03-81111,2018,Toyota,Body,0,315050,2018-08-27,1,0,0,1,0.0,0.0,51.0,0.0,55.0,1
NBH03-81111,2019,Toyota,Body,0,315050,2018-08-27,1,0,0,1,0.0,0.0,144.0,143.0,230.0,2
NBH03-81111,2020,Toyota,Body,0,315050,2018-08-27,1,0,0,1,0.0,0.0,24.0,0.0,100.0,3
NBH03-81112,2018,Toyota,Body,0,39743,2018-11-19,1,0,0,1,0.0,0.0,10.0,0.0,12.0,1
NBH03-81112,2019,Toyota,Body,0,39743,2018-11-19,1,0,0,1,0.0,0.0,121.0,165.0,140.0,2
NBH03-81112,2020,Toyota,Body,0,39743,2018-11-19,1,0,0,1,0.0,0.0,91.0,0.0,124.0,3
NBH03-81121,2018,Toyota,Body,0,39743,2018-10-18,1,0,0,1,0.0,0.0,8.0,0.0,12.0,1
NBH03-81121,2019,Toyota,Body,0,39743,2018-10-18,1,0,0,1,0.0,0.0,18.0,33.0,42.0,2
NBH03-81121,2020,Toyota,Body,0,39743,2018-10-18,1,0,0,1,0.0,0.0,0.0,0.0,15.0,3
NBH03-81122,2018,Toyota,Body,0,39743,2018-08-29,1,0,0,1,0.0,0.0,10.0,0.0,13.0,1
NBH03-81122,2019,Toyota,Body,0,39743,2018-08-29,1,0,0,1,0.0,0.0,12.0,32.0,33.0,2
NBH03-81122,2020,Toyota,Body,0,39743,2018-08-29,1,0,0,1,0.0,0.0,0.0,0.0,16.0,3
OMD-D0195,2019,Mini,Engine,0,86936,2019-11-01,1,0,0,1,0.0,0.0,236.0,1153.0,287.0,1
OMD-D0195,2020,Mini,Engine,0,86936,2019-11-01,1,0,0,1,0.0,0.0,435.0,0.0,616.0,2
OMD-G0013,2018,BMW,Engine,0,95103,2018-10-18,1,0,0,1,0.0,0.0,0.0,0.0,6.0,1
OMD-G0013,2019,BMW,Engine,0,95103,2018-10-18,1,0,0,1,0.0,0.0,5.0,20.0,26.0,2
OMD-G0013,2020,BMW,Engine,0,95103,2018-10-18,1,0,0,1,0.0,0.0,3.0,0.0,14.0,3
OMD-G0014,2018,BMW,Engine,0,95103,2018-10-08,1,0,0,1,0.0,0.0,0.0,0.0,6.0,1
OMD-G0014,2019,BMW,Engine,0,95103,2018-10-08,1,0,0,1,0.0,0.0,4.0,120.0,26.0,2
OMD-G0014,2020,BMW,Engine,0,95103,2018-10-08,1,0,0,1,0.0,0.0,4.0,0.0,114.0,3
OMD-G0051,2018,BMW,Engine,0,108218,2018-12-03,4,0,0,0,0.0,0.0,0.0,0.0,8.0,1
OMD-G0051,2019,BMW,Engine,0,108218,2018-12-03,4,0,0,0,0.0,0.0,0.0,170.0,104.0,2
OMD-G0051,2020,BMW,Engine,0,108218,2018-12-03,4,0,0,0,0.0,0.0,0.0,0.0,126.0,3
OMD-G0121,2019,Mercedes-Benz,Engine,0,521904,2019-08-29,1,0,0,1,0.0,0.0,0.0,96.0,14.0,1
OMD-G0121,2020,Mercedes-Benz,Engine,0,521904,2019-08-29,1,0,0,1,0.0,0.0,3.0,0.0,87.0,2
OMD-G0122,2019,Mercedes-Benz,Engine,0,521904,2019-08-29,1,0,0,1,0.0,0.0,0.0,99.0,15.0,1
OMD-G0122,2020,Mercedes-Benz,Engine,0,521904,2019-08-29,1,0,0,1,0.0,0.0,1.0,0.0,90.0,2
OMD-G0193,2019,Mercedes-Benz,Engine,0,54677,2020-03-30,0,1,0,1,0.0,0.0,0.0,178.0,0.0,0
OMD-G0193,2020,Mercedes-Benz,Engine,0,54677,2020-03-30,0,1,0,1,9.0,0.0,116.0,0.0,154.0,1
OMD-G0216,2019,BMW,Engine,0,730446,2020-02-07,1,1,0,1,0.0,0.0,0.0,506.0,0.0,0
OMD-G0216,2020,BMW,Engine,0,730446,2020-02-07,1,1,0,1,239.0,0.0,3.0,0.0,496.0,1
OMD-G0238,2019,BMW,Engine,0,863687,2019-06-21,1,1,0,0,2.0,0.0,0.0,128.0,39.0,1
OMD-G0238,2020,BMW,Engine,0,863687,2019-06-21,1,1,0,0,42.0,0.0,0.0,0.0,111.0,2
OMD-G0287S,2019,Mini,Engine,1,189547,2019-09-27,1,0,0,0,0.0,0.0,0.0,145.0,15.0,1
OMD-G0287S,2020,Mini,Engine,1,189547,2019-09-27,1,0,0,0,0.0,0.0,0.0,0.0,136.0,2
OMD-G0288,2019,Mini,Engine,0,81373,2019-09-27,1,0,0,0,0.0,0.0,0.0,196.0,23.0,1
OMD-G0288,2020,Mini,Engine,0,81373,2019-09-27,1,0,0,0,0.0,0.0,0.0,0.0,170.0,2
OMD-G0352,2019,BMW,Fuel,0,498531,2019-09-27,1,1,1,1,0.0,71.0,0.0,514.0,97.0,1
OMD-G0352,2020,BMW,Fuel,0,498531,2019-09-27,1,1,1,1,119.0,100.0,3.0,0.0,408.0,2
OMD-G0353S,2019,BMW,Fuel,0,473749,2020-02-07,1,1,0,0,0.0,0.0,0.0,46.0,0.0,0
OMD-G0353S,2020,BMW,Fuel,0,473749,2020-02-07,1,1,0,0,32.0,0.0,0.0,0.0,45.0,1
OMD-G0355,2019,BMW,Fuel,0,205688,2019-09-27,1,0,0,1,0.0,0.0,37.0,320.0,48.0,1
OMD-G0355,2020,BMW,Fuel,0,205688,2019-09-27,1,0,0,1,0.0,0.0,170.0,0.0,252.0,2
OMD-G0361,2019,BMW,Engine,0,685431,2019-09-20,1,0,0,1,0.0,0.0,0.0,508.0,88.0,1
OMD-G0361,2020,BMW,Engine,0,685431,2019-09-20,1,0,0,1,0.0,0.0,5.0,0.0,434.0,2
OMD-G0366,2019,BMW,Engine,0,382033,2019-09-27,1,0,0,0,0.0,0.0,0.0,97.0,12.0,1
OMD-G0366,2020,BMW,Engine,0,382033,2019-09-27,1,0,0,0,0.0,0.0,0.0,0.0,92.0,2
OMD-G0379,2019,BMW,Fuel,0,948533,2020-02-07,2,0,0,0,0.0,0.0,0.0,58.0,0.0,0
OMD-G0379,2020,BMW,Fuel,0,948533,2020-02-07,2,0,0,0,0.0,0.0,0.0,0.0,58.0,1
OMD-G0387,2019,Mini,Engine,0,343360,2019-09-27,1,0,0,1,0.0,0.0,0.0,44.0,20.0,1
OMD-G0387,2020,Mini,Engine,0,343360,2019-09-27,1,0,0,1,0.0,0.0,1.0,0.0,40.0,2
OMD-G0388,2019,BMW,Fuel,0,1059962,2020-02-07,2,0,0,0,0.0,0.0,0.0,35.0,0.0,0
OMD-G0388,2020,BMW,Fuel,0,1059962,2020-02-07,2,0,0,0,0.0,0.0,0.0,0.0,34.0,1
OMD-G0390,2019,Mini,Engine,0,244072,2019-09-20,4,1,0,0,0.0,0.0,0.0,189.0,86.0,1
OMD-G0390,2020,Mini,Engine,0,244072,2019-09-20,4,1,0,0,2.0,0.0,0.0,0.0,134.0,2
OMD-G0402,2019,Mini,Engine,0,433619,2019-09-27,1,0,0,1,0.0,0.0,0.0,880.0,202.0,1
OMD-G0402,2020,Mini,Engine,0,433619,2019-09-27,1,0,0,1,0.0,0.0,2.0,0.0,758.0,2
OMD-G0406,2016,Land Rover,Engine,0,97661,2006-09-12,2,0,0,0,43.0,0.0,0.0,0.0,290.0,11
OMD-G0406,2017,Land Rover,Engine,0,97661,2006-09-12,2,0,0,0,34.0,0.0,0.0,0.0,253.0,12
OMD-G0406,2018,Land Rover,Engine,0,97661,2006-09-12,2,0,0,0,27.0,0.0,0.0,0.0,162.0,13
OMD-G0406,2019,Land Rover,Engine,0,97661,2006-09-12,2,0,0,0,0.0,0.0,0.0,147.0,35.0,14
OMD-G0406,2020,Land Rover,Engine,0,97661,2006-09-12,2,0,0,0,0.0,0.0,0.0,0.0,106.0,15
OMD-S0226,2018,Volkswagen,Fuel,0,2206690,2018-11-02,1,0,0,0,0.0,0.0,0.0,0.0,3.0,1
OMD-S0226,2019,Volkswagen,Fuel,0,2206690,2018-11-02,1,0,0,0,0.0,0.0,3.0,281.0,205.0,2
OMD-S0226,2020,Volkswagen,Fuel,0,2206690,2018-11-02,1,0,0,0,0.0,0.0,0.0,0.0,170.0,3
OMD-S0469,2019,BMW,Brakes,0,1804547,2020-04-02,1,0,0,1,0.0,0.0,0.0,17.0,0.0,0
OMD-S0469,2020,BMW,Brakes,0,1804547,2020-04-02,1,0,0,1,0.0,0.0,4.0,0.0,17.0,1
OTS1001,2016,Volkswagen,Electrical,0,1498958,2011-12-05,1,1,1,1,196.0,149.0,0.0,0.0,1475.0,6
OTS1001,2017,Volkswagen,Electrical,0,1498958,2011-12-05,1,1,1,1,246.0,171.0,0.0,0.0,1278.0,7
OTS1001,2018,Volkswagen,Electrical,0,1498958,2011-12-05,1,1,1,1,301.0,140.0,0.0,0.0,1084.0,8
OTS1001,2019,Volkswagen,Electrical,0,1498958,2011-12-05,1,1,1,1,259.0,75.0,1.0,1063.0,822.0,9
OTS1001,2020,Volkswagen,Electrical,0,1498958,2011-12-05,1,1,1,1,252.0,90.0,4.0,0.0,835.0,10
P MOUNT,2016,Porsche,Engine,0,34722,2000-07-06,2,1,1,0,5.0,372.0,0.0,0.0,1411.0,17
P MOUNT,2017,Porsche,Engine,0,34722,2000-07-06,2,1,1,0,0.0,387.0,0.0,0.0,1705.0,18
P MOUNT,2018,Porsche,Engine,0,34722,2000-07-06,2,1,1,0,111.0,420.0,0.0,0.0,939.0,19
P MOUNT,2019,Porsche,Engine,0,34722,2000-07-06,2,1,1,0,48.0,311.0,0.0,938.0,813.0,20
P MOUNT,2020,Porsche,Engine,0,34722,2000-07-06,2,1,1,0,99.0,428.0,0.0,0.0,769.0,21
PI-1247,2016,Jaguar,Climate Control,0,4799,2001-02-14,1,0,0,1,0.0,0.0,4.0,0.0,30.0,16
PI-1247,2017,Jaguar,Climate Control,0,4799,2001-02-14,1,0,0,1,0.0,0.0,0.0,0.0,16.0,17
PI-1247,2018,Jaguar,Climate Control,0,4799,2001-02-14,1,0,0,1,0.0,0.0,0.0,0.0,24.0,18
PI-1247,2019,Jaguar,Climate Control,0,4799,2001-02-14,1,0,0,1,0.0,0.0,2.0,30.0,20.0,19
PI-1247,2020,Jaguar,Climate Control,0,4799,2001-02-14,1,0,0,1,0.0,0.0,2.0,0.0,23.0,20
PI-1248,2016,Jaguar,Climate Control,0,10227,2000-06-19,1,1,0,1,10.0,0.0,13.0,0.0,54.0,17
PI-1248,2017,Jaguar,Climate Control,0,10227,2000-06-19,1,1,0,1,7.0,0.0,23.0,0.0,90.0,18
PI-1248,2018,Jaguar,Climate Control,0,10227,2000-06-19,1,1,0,1,6.0,0.0,31.0,0.0,109.0,19
PI-1248,2019,Jaguar,Climate Control,0,10227,2000-06-19,1,1,0,1,9.0,0.0,2.0,39.0,48.0,20
PI-1248,2020,Jaguar,Climate Control,0,10227,2000-06-19,1,1,0,1,15.0,0.0,7.0,0.0,34.0,21
PI-1294,2016,Jaguar,Climate Control,0,7575,2001-02-14,1,1,0,1,2.0,0.0,0.0,0.0,9.0,16
PI-1294,2017,Jaguar,Climate Control,0,7575,2001-02-14,1,1,0,1,1.0,0.0,0.0,0.0,8.0,17
PI-1294,2018,Jaguar,Climate Control,0,7575,2001-02-14,1,1,0,1,2.0,0.0,0.0,0.0,6.0,18
PI-1294,2019,Jaguar,Climate Control,0,7575,2001-02-14,1,1,0,1,0.0,0.0,1.0,13.0,7.0,19
PI-1294,2020,Jaguar,Climate Control,0,7575,2001-02-14,1,1,0,1,4.0,0.0,2.0,0.0,12.0,20
PI-1295,2016,Jaguar,Climate Control,0,2902,2001-02-14,1,0,0,1,1.0,0.0,0.0,0.0,4.0,16
PI-1295,2017,Jaguar,Climate Control,0,2902,2001-02-14,1,0,0,1,0.0,0.0,0.0,0.0,5.0,17
PI-1295,2018,Jaguar,Climate Control,0,2902,2001-02-14,1,0,0,1,0.0,0.0,0.0,0.0,9.0,18
PI-1295,2019,Jaguar,Climate Control,0,2902,2001-02-14,1,0,0,1,0.0,0.0,1.0,7.0,7.0,19
PI-1295,2020,Jaguar,Climate Control,0,2902,2001-02-14,1,0,0,1,0.0,0.0,1.0,0.0,6.0,20
PI-5273,2016,Jaguar,Climate Control,0,10227,2000-06-12,1,1,0,1,8.0,0.0,21.0,0.0,96.0,17
PI-5273,2017,Jaguar,Climate Control,0,10227,2000-06-12,1,1,0,1,10.0,0.0,36.0,0.0,105.0,18
PI-5273,2018,Jaguar,Climate Control,0,10227,2000-06-12,1,1,0,1,5.0,0.0,40.0,0.0,94.0,19
PI-5273,2019,Jaguar,Climate Control,0,10227,2000-06-12,1,1,0,1,7.0,0.0,2.0,94.0,58.0,20
PI-5273,2020,Jaguar,Climate Control,0,10227,2000-06-12,1,1,0,1,19.0,0.0,4.0,0.0,81.0,21
PLASTIC OIL PAN,2016,Volvo,Body,0,53898,1999-03-19,1,1,1,1,78.0,27.0,119.0,0.0,369.0,18
PLASTIC OIL PAN,2017,Volvo,Body,0,53898,1999-03-19,1,1,1,1,119.0,29.0,114.0,0.0,339.0,19
PLASTIC OIL PAN,2018,Volvo,Body,0,53898,1999-03-19,1,1,1,1,93.0,28.0,155.0,0.0,340.0,20
PLASTIC OIL PAN,2019,Volvo,Body,0,53898,1999-03-19,1,1,1,1,124.0,30.0,64.0,222.0,257.0,21
PLASTIC OIL PAN,2020,Volvo,Body,0,53898,1999-03-19,1,1,1,1,68.0,45.0,30.0,0.0,156.0,22
PMC146,2016,Triumph,Brakes,0,1341,2010-08-31,1,1,0,1,0.0,0.0,0.0,0.0,169.0,7
PMC146,2017,Triumph,Brakes,0,1341,2010-08-31,1,1,0,1,0.0,0.0,0.0,0.0,227.0,8
PMC146,2018,Triumph,Brakes,0,1341,2010-08-31,1,1,0,1,0.0,0.0,0.0,0.0,135.0,9
PMC146,2019,Triumph,Brakes,0,1341,2010-08-31,1,1,0,1,8.0,0.0,2.0,185.0,118.0,10
PMC146,2020,Triumph,Brakes,0,1341,2010-08-31,1,1,0,1,56.0,0.0,3.0,0.0,167.0,11
PUR186,2018,Mini,Suspension,0,132507,2018-09-10,2,1,1,0,0.0,32.0,44.0,0.0,88.0,1
PUR186,2019,Mini,Suspension,0,132507,2018-09-10,2,1,1,0,24.0,26.0,39.0,55.0,125.0,2
PUR186,2020,Mini,Suspension,0,132507,2018-09-10,2,1,1,0,14.0,5.0,0.0,0.0,33.0,3
PUR484,2019,BMW,Suspension,0,627566,2019-01-29,2,0,0,1,0.0,0.0,4.0,166.0,62.0,1
PUR484,2020,BMW,Suspension,0,627566,2019-01-29,2,0,0,1,0.0,0.0,2.0,0.0,157.0,2
PUR5575,2019,Volkswagen,Engine,0,352072,2019-08-08,1,0,0,1,0.0,0.0,1.0,29.0,11.0,1
PUR5575,2020,Volkswagen,Engine,0,352072,2019-08-08,1,0,0,1,0.0,0.0,2.0,0.0,25.0,2
Q3900-B6011,2016,Mercedes-Benz,Body,0,3375,2007-01-12,1,1,0,1,1.0,0.0,0.0,0.0,73.0,10
Q3900-B6011,2017,Mercedes-Benz,Body,0,3375,2007-01-12,1,1,0,1,0.0,0.0,0.0,0.0,22.0,11
Q3900-B6011,2018,Mercedes-Benz,Body,0,3375,2007-01-12,1,1,0,1,2.0,0.0,0.0,0.0,24.0,12
Q3900-B6011,2019,Mercedes-Benz,Body,0,3375,2007-01-12,1,1,0,1,0.0,0.0,0.0,25.0,18.0,13
Q3900-B6011,2020,Mercedes-Benz,Body,0,3375,2007-01-12,1,1,0,1,2.0,0.0,1.0,0.0,21.0,14
Q3901-B3021L,2016,Jaguar,Body,0,42056,2014-10-16,1,1,1,1,107.0,13.0,227.0,0.0,403.0,3
Q3901-B3021L,2017,Jaguar,Body,0,42056,2014-10-16,1,1,1,1,77.0,9.0,122.0,0.0,296.0,4
Q3901-B3021L,2018,Jaguar,Body,0,42056,2014-10-16,1,1,1,1,59.0,12.0,132.0,0.0,334.0,5
Q3901-B3021L,2019,Jaguar,Body,0,42056,2014-10-16,1,1,1,1,60.0,6.0,100.0,243.0,294.0,6
Q3901-B3021L,2020,Jaguar,Body,0,42056,2014-10-16,1,1,1,1,44.0,4.0,39.0,0.0,199.0,7
Q3901-B3021R,2016,Jaguar,Body,0,42056,2012-08-08,1,1,1,1,39.0,7.0,98.0,0.0,152.0,5
Q3901-B3021R,2017,Jaguar,Body,0,42056,2012-08-08,1,1,1,1,13.0,4.0,50.0,0.0,92.0,6
Q3901-B3021R,2018,Jaguar,Body,0,42056,2012-08-08,1,1,1,1,20.0,5.0,85.0,0.0,182.0,7
Q3901-B3021R,2019,Jaguar,Body,0,42056,2012-08-08,1,1,1,1,25.0,4.0,50.0,105.0,139.0,8
Q3901-B3021R,2020,Jaguar,Body,0,42056,2012-08-08,1,1,1,1,11.0,0.0,28.0,0.0,85.0,9
Q3901-B3031L,2016,Jaguar,Body,0,70202,2014-10-06,1,1,1,1,0.0,10.0,57.0,0.0,95.0,3
Q3901-B3031L,2017,Jaguar,Body,0,70202,2014-10-06,1,1,1,1,0.0,2.0,9.0,0.0,24.0,4
Q3901-B3031L,2018,Jaguar,Body,0,70202,2014-10-06,1,1,1,1,15.0,0.0,32.0,0.0,81.0,5
Q3901-B3031L,2019,Jaguar,Body,0,70202,2014-10-06,1,1,1,1,3.0,0.0,10.0,37.0,52.0,6
Q3901-B3031L,2020,Jaguar,Body,0,70202,2014-10-06,1,1,1,1,6.0,2.0,0.0,0.0,31.0,7
Q3901-B3031R,2016,Jaguar,Body,0,70202,2014-10-06,1,0,1,0,0.0,3.0,4.0,0.0,14.0,3
Q3901-B3031R,2017,Jaguar,Body,0,70202,2014-10-06,1,0,1,0,0.0,4.0,1.0,0.0,11.0,4
Q3901-B3031R,2018,Jaguar,Body,0,70202,2014-10-06,1,0,1,0,0.0,0.0,16.0,0.0,28.0,5
Q3901-B3031R,2019,Jaguar,Body,0,70202,2014-10-06,1,0,1,0,0.0,0.0,0.0,20.0,18.0,6
Q3901-B3031R,2020,Jaguar,Body,0,70202,2014-10-06,1,0,1,0,0.0,1.0,0.0,0.0,15.0,7
Q3901-B3041L,2016,Porsche,Body,0,81772,2014-10-02,1,1,1,0,24.0,0.0,1.0,0.0,106.0,3
Q3901-B3041L,2017,Porsche,Body,0,81772,2014-10-02,1,1,1,0,3.0,0.0,0.0,0.0,99.0,4
Q3901-B3041L,2018,Porsche,Body,0,81772,2014-10-02,1,1,1,0,10.0,6.0,0.0,0.0,228.0,5
Q3901-B3041L,2019,Porsche,Body,0,81772,2014-10-02,1,1,1,0,0.0,0.0,0.0,128.0,98.0,6
Q3901-B3041L,2020,Porsche,Body,0,81772,2014-10-02,1,1,1,0,19.0,8.0,0.0,0.0,119.0,7
Q3901-B3041R,2016,Porsche,Body,0,81772,2014-10-02,1,1,1,0,19.0,47.0,97.0,0.0,316.0,3
Q3901-B3041R,2017,Porsche,Body,0,81772,2014-10-02,1,1,1,0,69.0,28.0,0.0,0.0,484.0,4
Q3901-B3041R,2018,Porsche,Body,0,81772,2014-10-02,1,1,1,0,61.0,35.0,0.0,0.0,696.0,5
Q3901-B3041R,2019,Porsche,Body,0,81772,2014-10-02,1,1,1,0,100.0,53.0,0.0,719.0,515.0,6
Q3901-B3041R,2020,Porsche,Body,0,81772,2014-10-02,1,1,1,0,106.0,39.0,0.0,0.0,430.0,7
Q3901-B3051L,2016,Porsche,Body,0,117399,2014-08-06,1,1,1,0,146.0,139.0,0.0,0.0,426.0,3
Q3901-B3051L,2017,Porsche,Body,0,117399,2014-08-06,1,1,1,0,236.0,161.0,0.0,0.0,538.0,4
Q3901-B3051L,2018,Porsche,Body,0,117399,2014-08-06,1,1,1,0,178.0,170.0,0.0,0.0,621.0,5
Q3901-B3051L,2019,Porsche,Body,0,117399,2014-08-06,1,1,1,0,218.0,72.0,0.0,1106.0,678.0,6
Q3901-B3051L,2020,Porsche,Body,0,117399,2014-08-06,1,1,1,0,171.0,90.0,0.0,0.0,570.0,7
Q3901-B3051R,2016,Porsche,Body,0,117399,2014-08-06,1,1,1,0,94.0,90.0,0.0,0.0,346.0,3
Q3901-B3051R,2017,Porsche,Body,0,117399,2014-08-06,1,1,1,0,244.0,140.0,0.0,0.0,569.0,4
Q3901-B3051R,2018,Porsche,Body,0,117399,2014-08-06,1,1,1,0,168.0,170.0,0.0,0.0,694.0,5
Q3901-B3051R,2019,Porsche,Body,0,117399,2014-08-06,1,1,1,0,202.0,136.0,0.0,1128.0,788.0,6
Q3901-B3051R,2020,Porsche,Body,0,117399,2014-08-06,1,1,1,0,145.0,105.0,0.0,0.0,586.0,7
Q3901-E5011L,2016,Mercedes-Benz,Body,0,67317,2016-02-11,1,1,1,1,13.0,0.0,0.0,0.0,17.0,1
Q3901-E5011L,2017,Mercedes-Benz,Body,0,67317,2016-02-11,1,1,1,1,4.0,3.0,0.0,0.0,8.0,2
Q3901-E5011L,2018,Mercedes-Benz,Body,0,67317,2016-02-11,1,1,1,1,1.0,2.0,6.0,0.0,17.0,3
Q3901-E5011L,2019,Mercedes-Benz,Body,0,67317,2016-02-11,1,1,1,1,5.0,0.0,31.0,39.0,46.0,4
Q3901-E5011L,2020,Mercedes-Benz,Body,0,67317,2016-02-11,1,1,1,1,6.0,3.0,2.0,0.0,22.0,5
Q3901-E5011R,2016,Mercedes-Benz,Body,0,67317,2016-02-11,1,1,1,0,14.0,0.0,0.0,0.0,15.0,1
Q3901-E5011R,2017,Mercedes-Benz,Body,0,67317,2016-02-11,1,1,1,0,1.0,6.0,0.0,0.0,9.0,2
Q3901-E5011R,2018,Mercedes-Benz,Body,0,67317,2016-02-11,1,1,1,0,0.0,2.0,6.0,0.0,18.0,3
Q3901-E5011R,2019,Mercedes-Benz,Body,0,67317,2016-02-11,1,1,1,0,0.0,0.0,31.0,11.0,42.0,4
Q3901-E5011R,2020,Mercedes-Benz,Body,0,67317,2016-02-11,1,1,1,0,1.0,1.0,0.0,0.0,6.0,5
Q3901-E5021L,2016,BMW,Body,1,192245,2016-06-24,1,1,1,1,36.0,0.0,0.0,0.0,68.0,1
Q3901-E5021L,2017,BMW,Body,1,192245,2016-06-24,1,1,1,1,35.0,0.0,0.0,0.0,86.0,2
Q3901-E5021L,2018,BMW,Body,1,192245,2016-06-24,1,1,1,1,7.0,15.0,0.0,0.0,61.0,3
Q3901-E5021L,2019,BMW,Body,1,192245,2016-06-24,1,1,1,1,16.0,19.0,0.0,52.0,56.0,4
Q3901-E5021L,2020,BMW,Body,1,192245,2016-06-24,1,1,1,1,10.0,19.0,1.0,0.0,42.0,5
Q3901-E5021R,2016,BMW,Body,1,192245,2016-06-22,1,1,1,1,49.0,0.0,0.0,0.0,80.0,1
Q3901-E5021R,2017,BMW,Body,1,192245,2016-06-22,1,1,1,1,51.0,0.0,0.0,0.0,130.0,2
Q3901-E5021R,2018,BMW,Body,1,192245,2016-06-22,1,1,1,1,44.0,33.0,0.0,0.0,125.0,3
Q3901-E5021R,2019,BMW,Body,1,192245,2016-06-22,1,1,1,1,57.0,18.0,1.0,132.0,100.0,4
Q3901-E5021R,2020,BMW,Body,1,192245,2016-06-22,1,1,1,1,25.0,32.0,1.0,0.0,91.0,5
QKFW003-34,2016,Mazda,Climate Control,0,122574,2005-01-14,1,1,0,1,86.0,0.0,131.0,0.0,419.0,12
QKFW003-34,2017,Mazda,Climate Control,0,122574,2005-01-14,1,1,0,1,94.0,0.0,124.0,0.0,379.0,13
QKFW003-34,2018,Mazda,Climate Control,0,122574,2005-01-14,1,1,0,1,50.0,0.0,116.0,0.0,313.0,14
QKFW003-34,2019,Mazda,Climate Control,0,122574,2005-01-14,1,1,0,1,48.0,0.0,81.0,359.0,318.0,15
QKFW003-34,2020,Mazda,Climate Control,0,122574,2005-01-14,1,1,0,1,57.0,0.0,83.0,0.0,299.0,16
QKFW003-35,2016,Mercedes-Benz,Climate Control,0,120109,2005-01-06,1,1,1,1,80.0,101.0,46.0,0.0,326.0,12
QKFW003-35,2017,Mercedes-Benz,Climate Control,0,120109,2005-01-06,1,1,1,1,82.0,89.0,49.0,0.0,333.0,13
QKFW003-35,2018,Mercedes-Benz,Climate Control,0,120109,2005-01-06,1,1,1,1,86.0,113.0,0.0,0.0,288.0,14
QKFW003-35,2019,Mercedes-Benz,Climate Control,0,120109,2005-01-06,1,1,1,1,16.0,86.0,5.0,202.0,200.0,15
QKFW003-35,2020,Mercedes-Benz,Climate Control,0,120109,2005-01-06,1,1,1,1,32.0,70.0,1.0,0.0,178.0,16
QKFWF203-6,2016,Mercedes-Benz,Climate Control,0,528238,2005-01-06,1,0,0,0,0.0,0.0,0.0,0.0,67.0,12
QKFWF203-6,2017,Mercedes-Benz,Climate Control,0,528238,2005-01-06,1,0,0,0,0.0,0.0,0.0,0.0,76.0,13
QKFWF203-6,2018,Mercedes-Benz,Climate Control,0,528238,2005-01-06,1,0,0,0,0.0,0.0,0.0,0.0,61.0,14
QKFWF203-6,2019,Mercedes-Benz,Climate Control,0,528238,2005-01-06,1,0,0,0,0.0,0.0,1.0,42.0,52.0,15
QKFWF203-6,2020,Mercedes-Benz,Climate Control,0,528238,2005-01-06,1,0,0,0,0.0,0.0,0.0,0.0,43.0,16
QKFWH201-2,2016,Volkswagen,Climate Control,0,168476,2003-06-05,1,1,0,1,140.0,0.0,0.0,0.0,229.0,14
QKFWH201-2,2017,Volkswagen,Climate Control,0,168476,2003-06-05,1,1,0,1,106.0,0.0,0.0,0.0,190.0,15
QKFWH201-2,2018,Volkswagen,Climate Control,0,168476,2003-06-05,1,1,0,1,88.0,0.0,0.0,0.0,174.0,16
QKFWH201-2,2019,Volkswagen,Climate Control,0,168476,2003-06-05,1,1,0,1,105.0,0.0,33.0,238.0,176.0,17
QKFWH201-2,2020,Volkswagen,Climate Control,0,168476,2003-06-05,1,1,0,1,90.0,0.0,69.0,0.0,225.0,18
QKFWH206-1,2016,Volkswagen,Climate Control,0,317720,2005-01-13,1,1,0,0,37.0,0.0,0.0,0.0,69.0,12
QKFWH206-1,2017,Volkswagen,Climate Control,0,317720,2005-01-13,1,1,0,0,27.0,0.0,0.0,0.0,69.0,13
QKFWH206-1,2018,Volkswagen,Climate Control,0,317720,2005-01-13,1,1,0,0,19.0,0.0,0.0,0.0,69.0,14
QKFWH206-1,2019,Volkswagen,Climate Control,0,317720,2005-01-13,1,1,0,0,48.0,0.0,0.0,63.0,78.0,15
QKFWH206-1,2020,Volkswagen,Climate Control,0,317720,2005-01-13,1,1,0,0,24.0,0.0,0.0,0.0,52.0,16
QKFWH206-4,2016,Mercedes-Benz,Climate Control,0,171622,2005-05-26,1,1,0,1,0.0,0.0,0.0,0.0,32.0,12
QKFWH206-4,2017,Mercedes-Benz,Climate Control,0,171622,2005-05-26,1,1,0,1,0.0,0.0,0.0,0.0,20.0,13
QKFWH206-4,2018,Mercedes-Benz,Climate Control,0,171622,2005-05-26,1,1,0,1,27.0,0.0,0.0,0.0,55.0,14
QKFWH206-4,2019,Mercedes-Benz,Climate Control,0,171622,2005-05-26,1,1,0,1,6.0,0.0,0.0,64.0,17.0,15
QKFWH206-4,2020,Mercedes-Benz,Climate Control,0,171622,2005-05-26,1,1,0,1,20.0,0.0,9.0,0.0,44.0,16
