VendorPartNo,Make,vehicleMaxQty,Category,IsDevelopment,Worldpac,PartsAuthority,SSF,WorldPac(2016),PartsAuthority(2016),SSF(2016),Total Units Sold(2016),WorldPac(2017),PartsAuthority(2017),SSF(2017),Total Units Sold(2017),WorldPac(2018),PartsAuthority(2018),SSF(2018),Total Units Sold(2018),WorldPac(2019),PartsAuthority(2019),SSF(2019),Total Units Sold(2019),WorldPac(2020),PartsAuthority(2020),SSF(2020),Total Units Sold(2020),UnitsSold360,VIO_US,VIO_CANADA,FirstSoldDate
11-1355-2450A-R,Volvo,1,Electrical,,No,Yes,No,38,18,0,130,35,15,0,123,0,19,0,86,0,15,0,69,0,28,0,51,64,37754,2493,08/06/99
11-1355-2450A-L,Volvo,1,Electrical,,No,Yes,No,51,20,0,129,44,15,0,140,0,17,0,73,0,28,0,95,0,32,0,54,75,37754,2493,08/06/99
64212,Mercedes-Benz,1,Climate Control,,Yes,Yes,No,0,6,0,22,0,18,0,39,0,15,0,37,1,9,0,24,4,16,0,36,39,9932,218,08/05/99
71-8026,Mercedes-Benz,1,Body,,Yes,Yes,No,5,39,0,125,18,37,0,105,17,50,0,114,1,74,0,116,0,46,0,70,93,7874,171,08/04/99
GUJ115,MG,2,Steering,,Yes,No,No,0,0,16,294,0,0,3,408,0,0,0,398,0,0,0,161,1,0,0,311,318,52116,1790,08/03/99
AC820Z,Mercedes-Benz,1,Accessories,,No,No,No,0,0,0,23,0,0,0,13,0,0,0,14,0,0,0,9,0,0,0,8,10,15870,1275,07/30/99
12-0123,,0,,,No,No,No,0,0,0,111,0,0,0,0,0,0,0,40,0,0,0,55,0,0,0,20,60,0,0,07/29/99
12-8353,,0,,,No,No,No,0,0,0,115,0,0,0,240,0,0,0,184,0,0,0,175,0,0,0,140,270,0,0,07/29/99
71-8024,Mercedes-Benz,1,Body,,No,Yes,Yes,0,3,10,116,0,8,10,154,0,8,5,95,2,7,11,102,0,2,0,78,182,3261,114,07/29/99
12-8354,,0,,,No,No,No,0,0,0,157,0,0,0,178,0,0,0,185,0,0,0,191,0,0,0,129,266,0,0,07/29/99
B-8358,Mercedes-Benz,1,Body,Yes,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,2,31,149,3,14,31,239,0,24,19,251,1038,63295,3989,07/29/99
34-0153,Mercedes-Benz,1,Cooling,,Yes,Yes,Yes,27,13,14,69,21,20,26,72,21,7,11,60,25,13,12,56,0,7,18,28,35,4296,329,07/19/99
65-0302,Jaguar,1,Cooling,,No,No,No,0,1,0,94,0,0,0,23,0,0,0,39,0,0,0,25,0,0,0,41,126,564,21,07/19/99
71-0352,Jaguar,1,Cooling,,Yes,Yes,No,18,4,0,242,3,1,0,186,13,4,0,272,14,2,0,226,12,2,0,242,320,1611,60,07/16/99
65-0293,Volvo,1,Fuel,,Yes,Yes,No,6,7,0,31,11,9,0,36,26,5,0,50,0,4,0,20,2,9,0,19,25,11240,1366,07/14/99
34-0046,Mercedes-Benz,1,Cooling,,Yes,Yes,Yes,154,87,95,472,173,66,101,457,104,100,106,375,65,75,110,285,45,105,84,261,351,39931,2015,07/13/99
34-0039,Mercedes-Benz,1,Cooling,,Yes,Yes,No,34,26,0,66,13,31,0,54,10,19,0,37,7,18,0,31,4,10,0,18,23,21147,1530,07/13/99
51-8318,Jaguar,4,Body,,No,No,No,0,0,0,0,0,0,0,73,0,0,0,45,0,0,0,4,0,0,0,19,20,2830,89,07/09/99
65-0101,Triumph,1,Cooling,,Yes,No,No,0,0,0,101,0,0,0,47,0,0,0,67,0,0,0,72,2,0,0,77,242,1376,28,07/08/99
65-0276,Volvo,1,Cooling,,Yes,Yes,Yes,551,13,81,1022,328,15,64,763,277,22,72,695,194,20,42,488,107,26,40,322,442,83205,10736,07/06/99
111-VV85551UR,Volvo,1,Electrical,,No,Yes,No,143,50,0,366,155,45,0,362,113,35,0,315,0,77,0,216,0,69,0,143,187,44531,5600,07/06/99
B-5722,Volvo,1,Cooling,,Yes,Yes,Yes,330,112,33,652,269,76,50,576,187,76,16,394,76,71,24,257,50,50,9,404,448,47564,4942,07/06/99
71-0170,BMW,1,Cooling,,Yes,No,Yes,9,0,5,30,5,0,10,30,2,0,12,44,5,0,3,14,0,0,7,29,31,2605,179,07/06/99
B-5367,Volvo,2,Suspension,,No,Yes,No,0,10,2,34,0,4,8,47,0,2,4,38,0,4,0,21,0,1,0,14,19,39670,3976,07/06/99
B-5726,Volvo,1,Cooling,,Yes,Yes,Yes,161,48,19,301,315,111,52,633,152,52,14,325,76,57,18,216,45,45,14,162,212,47564,4942,07/06/99
B-5612,Volvo,1,Cooling,,Yes,Yes,Yes,157,51,15,347,88,58,23,275,126,27,4,251,34,35,7,149,34,32,16,127,167,49603,7383,07/06/99
B-5728,Volvo,1,Cooling,,Yes,Yes,Yes,112,51,11,268,83,25,29,232,115,25,2,219,25,26,8,121,31,27,7,99,137,49603,7383,07/06/99
65-0273,Volvo,1,Cooling,,Yes,Yes,Yes,0,0,12,133,0,0,9,119,0,0,8,131,93,0,19,168,8,6,18,77,117,17825,1076,07/06/99
65-0274,Volvo,1,Cooling,,Yes,Yes,Yes,878,16,95,1404,510,5,75,942,690,6,79,992,446,14,79,731,188,39,67,390,586,141258,17473,07/06/99
B-5373,Volvo,1,Suspension,,No,No,No,0,0,0,30,0,0,0,93,0,0,0,57,0,0,0,50,0,0,0,58,53,90355,7023,07/06/99
B-5368,Volvo,2,Suspension,,No,No,No,0,0,0,73,0,0,0,54,0,0,0,85,0,0,0,54,0,0,0,70,80,51339,3366,07/06/99
111-VV85551UL,Volvo,1,Electrical,,No,Yes,No,140,63,0,377,188,51,0,418,174,48,0,421,0,72,0,238,0,72,0,149,190,44531,5600,07/06/99
65-0271,Volvo,1,Cooling,,Yes,Yes,Yes,461,35,49,858,274,12,51,579,229,26,47,546,161,61,36,454,77,48,42,283,390,85343,11097,07/06/99
71-0169,BMW,1,Cooling,,Yes,Yes,Yes,0,28,142,277,0,52,138,295,0,64,193,375,1,53,82,196,1,76,118,229,263,19056,1713,07/06/99
1340501,Volvo,1,Drivetrain & Hub,,No,Yes,No,59,12,0,194,48,14,0,176,37,16,0,187,0,29,0,131,0,20,0,67,88,55290,4818,07/06/99
B-588,Jaguar,2,Exhaust,,Yes,No,No,0,0,0,456,0,0,0,476,0,0,0,231,0,0,0,439,1,0,0,97,355,655,8,07/02/99
212-SB93300KL,Saab,1,Accessories,,No,No,No,0,0,0,111,0,0,0,98,0,0,0,62,0,0,0,43,0,0,0,27,32,140412,9733,06/25/99
GUJ108,Ram,2,Steering,,Yes,No,No,0,0,0,123,0,0,0,122,0,0,0,116,0,0,0,61,3,0,0,87,117,49938,3599,06/25/99
D MAN Z00000,Mercedes-Benz,1,Accessories,,No,No,No,0,0,0,10,0,0,0,4,0,0,0,6,1,0,0,6,0,0,0,5,6,245568,16234,06/16/99
B-6154,Volvo,1,Cooling,,Yes,No,Yes,0,0,45,228,0,0,36,228,0,0,53,260,184,0,25,443,5,0,42,205,278,46234,2948,06/16/99
APA-01,Mazda,1,Accessories,,No,Yes,No,0,143,0,571,0,54,0,408,0,28,0,490,0,32,0,302,0,70,0,306,332,271262,26366,06/14/99
GUJ116,Volvo,3,Steering,,Yes,No,No,0,0,0,108,0,0,0,100,0,0,0,106,2,0,0,126,0,0,0,159,165,104118,7462,06/02/99
,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/02/99
65-0108,Triumph,1,Cooling,,No,No,No,0,0,0,93,0,0,0,16,0,0,0,99,0,0,0,18,0,0,0,63,150,0,0,06/01/99
DB710BL,Mercedes-Benz,1,Accessories,,No,No,No,0,0,0,47,0,0,0,50,0,0,0,36,0,0,0,35,0,0,0,35,43,64246,4081,06/01/99
D MAN W00000,Mercedes-Benz,1,Accessories,,Yes,No,No,0,0,0,15,0,0,0,13,0,0,0,12,1,0,0,8,0,0,0,10,12,239718,15914,05/27/99
34-0058,Mercedes-Benz,1,Cooling,,Yes,No,No,14,0,0,23,24,0,0,31,14,0,0,24,8,0,0,38,4,0,0,20,27,0,0,05/24/99
65-0383,Jaguar,1,Cooling,,Yes,Yes,No,21,1,0,188,11,1,0,250,13,4,0,248,3,3,0,250,1,3,0,231,219,1611,60,05/21/99
65-0381,Jaguar,1,Cooling,,No,No,No,0,0,0,23,0,0,0,53,0,0,0,29,0,0,0,111,0,0,0,85,85,0,0,05/21/99
65-0106,Triumph,1,Cooling,,No,No,No,0,0,0,175,0,0,0,90,0,0,0,191,1,0,0,404,0,0,0,205,330,0,0,05/21/99
1205991 PU,Volvo,4,Suspension,,Yes,Yes,No,130,21,0,287,0,13,0,89,0,4,0,91,32,18,0,86,0,33,0,86,131,90698,7340,05/19/99
34-0143,Mercedes-Benz,1,Cooling,,Yes,Yes,Yes,19,2,20,54,4,7,5,33,11,6,35,61,9,6,20,42,3,6,19,30,43,7461,958,05/19/99
32-0035,Volvo,1,Cooling,,Yes,No,No,0,0,0,19,0,0,0,1,0,0,0,4,1,0,0,5,2,0,0,6,8,432,124,05/19/99
B-5614,Mercedes-Benz,1,Cooling,,Yes,Yes,No,53,28,0,96,40,6,0,67,49,12,0,71,19,16,0,44,28,4,0,33,46,8165,1036,05/19/99
32-0037,Volvo,1,Cooling,,Yes,No,Yes,0,0,16,56,0,0,18,57,0,0,17,92,56,0,11,115,16,0,5,51,94,19814,2486,05/19/99
WK-107BG,Mercedes-Benz,1,Accessories,,No,No,No,0,0,0,5,0,0,0,1,0,0,0,6,0,0,0,5,0,0,0,2,3,9990,637,05/18/99
65-0095,Triumph,1,Cooling,,No,No,No,0,0,0,28,0,0,0,16,0,0,0,8,0,0,0,54,0,0,0,35,70,58,0,05/14/99
DB710ZL,Mercedes-Benz,1,Accessories,,No,No,No,0,0,0,15,0,0,0,29,0,0,0,16,0,0,0,15,0,0,0,10,12,37915,2352,05/11/99
12-8509,,0,,,No,No,No,0,0,0,420,0,0,0,216,0,0,0,260,0,0,0,340,0,0,0,280,440,0,0,05/10/99
39-0568J,Jaguar,1,Cooling,,No,No,No,0,0,0,18,0,0,0,9,0,0,0,5,0,0,0,7,0,0,0,16,17,8049,763,05/05/99
71-8008,Jaguar,1,Body,,Yes,Yes,No,23,25,0,247,7,10,0,255,0,5,0,334,6,5,0,235,0,19,0,248,403,8468,624,05/04/99
B-8357,Mercedes-Benz,1,Body,Yes,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,1,8,71,3,13,35,321,0,28,16,252,1038,63295,3989,05/04/99
B-6653,Jaguar,1,Electrical,,Yes,Yes,No,167,86,0,422,139,70,0,407,133,100,0,453,75,121,0,439,34,107,0,267,447,21703,1952,05/04/99
30-0019,Jaguar,1,Cooling,,No,No,No,0,0,0,95,0,0,0,30,0,0,0,58,1,0,0,23,0,0,0,46,121,1219,29,05/03/99
UMC01-32120,Mercedes-Benz,1,Body,,Yes,Yes,No,13,10,0,46,0,22,0,49,13,18,0,50,12,22,0,56,0,36,0,51,66,17365,1882,04/24/99
B 107 ZLR013,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/21/99
DONT ORDER,Jaguar,1,Cooling,,No,No,No,0,0,0,16,0,0,0,7,0,0,0,29,0,0,0,15,0,0,0,4,18,7233,932,04/20/99
MD06-231E-2,Mercedes-Benz,1,Electrical,,Yes,No,No,0,0,0,228,0,0,0,228,0,0,0,214,25,0,0,132,47,0,0,105,133,69440,6051,04/20/99
MD06-231E-1,Mercedes-Benz,1,Electrical,,Yes,No,No,0,0,0,247,0,0,0,225,0,0,0,214,3,0,0,101,9,0,0,79,99,69440,6051,04/20/99
MD50-093N-0,Mercedes-Benz,1,Body,,Yes,Yes,No,0,0,0,27,0,0,0,37,0,0,0,41,1,0,0,22,0,7,0,27,31,64508,4104,04/19/99
34-0031,Mercedes-Benz,1,Cooling,,Yes,Yes,No,17,19,0,113,14,11,0,107,36,24,0,140,4,18,0,115,2,17,0,97,112,2435,31,04/19/99
CBZ181-0RWA0,Mercedes-Benz,1,Electrical,,No,No,No,0,0,0,21,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,0,0,33552,1432,04/16/99
MD55-231E-A1,Mercedes-Benz,1,Electrical,,Yes,No,No,0,0,0,41,0,0,0,39,0,0,0,53,2,0,0,36,0,0,0,49,51,35734,2548,04/15/99
MD55-231E-A2,Mercedes-Benz,1,Electrical,,Yes,No,No,0,0,0,39,0,0,0,42,0,0,0,42,2,0,0,40,0,0,0,40,44,35734,2548,04/15/99
64268,Mercedes-Benz,1,Climate Control,,No,Yes,Yes,351,72,33,491,201,42,28,298,173,86,55,331,66,72,38,194,0,49,4,71,84,48349,3076,04/09/99
TC-107COV,Mazda,1,Accessories,,No,Yes,No,0,0,0,427,0,0,0,399,0,14,0,411,0,15,0,328,0,28,0,350,386,112696,7198,04/08/99
32-0033,Volvo,1,Cooling,,Yes,No,Yes,25,1,9,76,16,2,14,62,7,1,11,85,35,0,8,93,3,0,16,51,80,19814,2486,04/06/99
D 202 Z0000C,Mercedes-Benz,1,Accessories,,No,No,No,0,0,0,45,0,0,0,44,0,0,0,25,0,0,0,25,0,0,0,9,16,622609,40189,04/06/99
GPL830SLB,Mercedes-Benz,1,Accessories,,No,No,No,0,0,0,46,0,0,0,32,0,0,0,23,0,0,0,41,0,0,0,28,33,12718,1017,04/06/99
12-8508,,0,,,No,No,No,0,0,0,581,0,0,0,250,0,0,0,160,0,0,0,300,0,0,0,240,340,0,0,04/02/99
12-8362,,0,,,No,No,No,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,04/02/99
71-0003,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/02/99
65-0266,,0,,,No,No,No,0,0,0,20,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,20,0,0,04/02/99
65-0270,,0,,,No,No,No,0,0,0,40,0,0,0,40,0,0,0,20,0,0,0,50,0,0,0,40,40,0,0,04/02/99
12-8363,,0,,,No,No,No,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,35,0,0,0,20,55,0,0,04/02/99
BM31-013-0,BMW,1,Body,,Yes,Yes,Yes,35,17,76,178,23,18,87,168,27,9,133,213,8,44,36,119,8,110,6,180,208,21061,2184,04/02/99
65-0282,Jaguar,1,Cooling,,No,No,No,0,3,0,18,0,0,0,9,0,0,0,9,0,0,0,1,0,0,0,1,1,2721,181,04/02/99
12-8365,,0,,,No,No,No,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,50,0,0,04/02/99
12-8507,,0,,,No,No,No,0,0,0,240,0,0,0,280,0,0,0,159,0,0,0,330,0,0,0,0,140,0,0,04/02/99
65-0267,,0,,,No,No,No,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,40,40,0,0,04/02/99
12-8364,,0,,,No,No,No,0,0,0,20,0,0,0,25,0,0,0,8,0,0,0,32,0,0,0,40,57,0,0,04/02/99
12-8396,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/02/99
CD-702CHEV,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/02/99
GUJ200,Jaguar,2,Steering,,Yes,Yes,No,0,11,0,111,0,3,0,91,0,4,0,109,0,4,0,60,2,1,0,77,93,0,0,04/02/99
71-0004,,0,,,No,No,No,0,0,0,38,0,0,0,40,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,04/02/99
,Jaguar,1,Body,,No,No,No,0,0,0,33,0,1,0,60,0,0,0,54,0,0,0,35,0,0,0,39,45,10196,474,04/02/99
UMA01-32110,Mercedes-Benz,1,Body,,Yes,Yes,Yes,0,4,0,88,0,55,0,118,0,52,7,132,47,116,29,222,0,102,23,144,194,32223,1394,04/01/99
B 107 WL0005,,1,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/01/99
38-8035,BMW,1,Body,,Yes,Yes,Yes,0,0,0,95,0,0,7,87,0,0,13,136,0,0,16,99,2,2,8,68,89,5425,225,03/31/99
30-0016,Jaguar,1,Cooling,,Yes,Yes,No,12,2,0,194,9,0,0,170,0,3,0,212,3,3,0,260,8,3,0,169,205,1611,60,03/30/99
65-0288,Jaguar,1,Cooling,,No,No,No,0,0,0,54,0,0,0,28,0,0,0,26,0,0,0,24,0,0,0,63,137,564,21,03/30/99
47-8003,Jaguar,1,Body,,No,Yes,No,0,4,0,237,0,1,0,380,0,3,0,382,0,8,0,265,0,9,0,228,302,1933,46,03/30/99
30-0017,Jaguar,1,Cooling,,No,No,No,0,0,0,125,0,0,0,78,0,0,0,80,0,0,0,25,0,0,0,72,228,1219,29,03/30/99
65-0285,Jaguar,1,Cooling,,Yes,No,No,0,0,0,83,0,0,0,39,0,0,0,48,11,0,0,34,0,0,0,41,129,564,21,03/30/99
38-8010,BMW,1,Body,,Yes,Yes,Yes,0,0,9,74,0,0,16,116,0,0,11,76,2,0,16,94,1,3,11,103,119,11075,573,03/30/99
34-8060,Mercedes-Benz,1,Body,,No,No,No,0,0,0,16,0,0,0,30,0,0,0,11,0,0,0,12,0,0,0,9,11,3325,70,03/30/99
32-0092,Volvo,1,Cooling,,Yes,No,Yes,0,0,10,83,0,0,26,105,0,0,13,136,94,0,16,203,50,0,15,162,202,22630,1991,03/29/99
39-0565J,Jaguar,1,Cooling,,Yes,Yes,No,14,11,0,106,20,11,0,90,19,9,0,115,4,15,0,120,1,5,0,84,122,11400,902,03/29/99
B-566,Jaguar,8,Suspension,,Yes,Yes,No,872,292,0,2552,1281,411,0,3316,1764,194,0,3733,497,427,0,2779,256,283,0,1378,1575,26490,2197,03/29/99
71-8037,Jaguar,1,Body,,No,No,No,0,0,0,21,0,0,0,35,0,0,0,22,0,0,0,19,0,0,0,49,66,225,6,03/29/99
65-0179,Jaguar,1,Cooling,,Yes,Yes,No,28,4,0,105,25,4,0,95,31,8,0,149,8,3,0,95,0,10,0,161,166,10378,1284,03/29/99
32-0124,Volvo,1,Fuel,,No,Yes,No,0,0,0,7,0,5,0,8,0,0,0,8,0,2,0,7,0,6,0,10,10,5536,735,03/29/99
38-8012,BMW,1,Body,,Yes,No,Yes,0,0,16,71,0,0,19,85,0,0,23,84,0,0,22,65,3,0,4,54,59,34822,2640,03/29/99
38-8036,BMW,1,Body,,Yes,No,Yes,0,0,14,50,0,0,13,61,0,0,9,39,2,0,14,46,0,0,0,36,42,5512,435,03/29/99
B-5618,Volvo,1,Cooling,,Yes,Yes,Yes,547,12,40,803,404,15,33,581,323,24,46,483,287,22,31,446,49,31,32,157,235,99598,10309,03/29/99
B 107 WLR001 /AC860B,Mercedes-Benz,1,Accessories,,No,No,No,0,0,0,39,0,0,0,28,0,0,0,22,0,0,0,32,0,0,0,19,25,26593,1752,03/26/99
71-8027,Mercedes-Benz,1,Body,,No,No,No,0,0,0,32,0,0,0,36,0,0,0,24,1,0,0,38,0,0,0,32,39,31269,1844,03/26/99
34-8107,Mercedes-Benz,1,Body,,Yes,Yes,Yes,84,73,150,1327,34,36,47,879,45,19,102,776,9,7,93,804,16,40,78,764,1624,63295,3989,03/26/99
3703873,,0,,,No,No,No,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/25/99
B-5513,,0,,,No,No,No,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/25/99
3700332-8A,,0,,,No,No,No,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/25/99
582005,,0,,,No,No,No,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,03/25/99
39-0555J,Jaguar,1,Cooling,,Yes,Yes,No,19,1,0,51,12,0,0,61,7,5,0,45,10,0,0,80,3,2,0,11,65,9954,1022,03/23/99
39-0604J,Jaguar,1,Cooling,,No,Yes,No,12,18,0,100,13,10,0,106,15,1,0,35,13,1,0,40,0,2,0,15,15,8896,826,03/23/99
71-8040,Jaguar,1,Body,,No,No,No,0,0,0,31,0,0,0,27,0,0,0,37,0,0,0,30,0,0,0,12,17,8049,763,03/23/99
39-0566J,Jaguar,1,Cooling,,No,Yes,No,16,4,0,114,20,13,0,80,13,4,0,148,6,9,0,116,0,15,0,93,126,10378,808,03/23/99
39-0567J,Jaguar,1,Cooling,,Yes,Yes,No,17,3,0,108,16,0,0,63,13,2,0,120,7,8,0,102,4,11,0,131,136,10378,808,03/23/99
65-0280,Jaguar,1,Cooling,,No,No,No,0,0,0,14,0,0,0,7,0,0,0,15,0,0,0,4,0,0,0,3,2,5898,618,03/23/99
71-8043,Jaguar,1,Body,,No,No,No,0,0,0,38,0,0,0,16,0,0,0,37,0,0,0,10,0,0,0,21,21,6026,262,03/23/99
C011732,Mercedes-Benz,1,Body,Yes,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,66,262,268,62044,2544,03/22/99
S 107 SST000,Mercedes-Benz,1,Accessories,,Yes,No,No,0,0,0,91,0,0,0,68,0,0,0,73,0,0,0,79,1,0,0,69,86,64508,4104,03/19/99
CD-702MUST,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/19/99
PLASTIC OIL PAN,Volvo,1,Body,,Yes,Yes,Yes,119,78,27,369,114,119,29,339,155,93,28,340,64,124,30,257,30,68,45,156,222,50747,3151,03/19/99
38-8034,BMW,1,Body,,Yes,No,Yes,0,0,12,30,0,0,32,75,0,0,17,69,1,0,11,79,0,0,23,95,117,21693,1474,03/16/99
71-8030,Jaguar,1,Body,,No,Yes,No,0,3,0,495,0,25,0,281,0,0,0,312,0,17,0,288,0,11,0,236,320,1933,46,03/15/99
B-809,Jaguar,2,Exhaust,,Yes,No,No,0,0,0,86,0,0,0,33,0,0,0,83,0,0,0,115,4,0,0,124,210,18597,1602,03/15/99
32-0041,Volvo,1,Cooling,,Yes,Yes,Yes,0,41,6,111,0,18,7,105,0,25,22,104,6,39,3,100,4,24,16,91,109,8488,1026,03/15/99
34-0045,Mercedes-Benz,1,Cooling,,Yes,Yes,Yes,165,87,178,502,173,76,117,442,111,94,117,364,70,97,129,322,19,80,72,204,287,39931,2015,03/12/99
H12-1280,Mercedes-Benz,4,Suspension,,No,Yes,Yes,0,4,99,178,0,9,79,160,0,0,118,163,0,7,103,165,0,6,109,144,206,38947,1558,03/12/99
,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/99
MD550231E-0L00,Mercedes-Benz,1,Electrical,,Yes,No,No,0,0,0,61,0,0,0,61,0,0,0,61,3,0,0,63,1,0,0,59,68,36588,2612,03/12/99
39-4179M,Jaguar,2,Transmission,,Yes,Yes,No,0,21,0,387,0,10,0,333,0,7,0,129,0,28,0,163,1,6,0,75,188,14733,934,03/09/99
UMG01-32110,Mercedes-Benz,1,Body,,No,Yes,Yes,0,0,13,22,0,0,7,7,22,0,19,46,23,3,2,33,0,11,0,18,23,27195,1278,03/09/99
B-665,Jaguar,2,Exhaust,,Yes,Yes,No,41,16,0,547,36,13,0,688,13,15,0,285,18,12,0,506,8,24,0,250,356,65040,4308,03/05/99
71-8019,Jaguar,1,Body,,No,No,No,0,0,0,448,0,0,0,504,0,0,0,617,0,0,0,433,0,0,0,567,676,2830,89,03/05/99
64-8176M,MG,1,Body,,No,No,No,0,0,0,228,0,0,0,85,0,0,0,252,0,0,0,277,0,0,0,211,276,30234,1608,03/04/99
65-0107,Triumph,1,Cooling,,No,No,No,0,0,0,111,0,0,0,30,0,0,0,70,0,0,0,53,0,0,0,77,165,0,0,03/04/99
34-8024,Mercedes-Benz,1,Body,,No,No,Yes,0,0,73,186,0,0,90,202,0,0,53,113,0,0,26,97,0,0,2,41,61,8274,181,03/02/99
65-0093,MG,1,Cooling,,Yes,No,No,0,0,0,178,0,0,0,206,0,0,0,215,1,0,0,252,0,0,0,144,158,6520,124,03/01/99
30-0280,Jaguar,1,Cooling,,No,No,No,0,0,0,325,0,0,0,145,0,0,0,153,0,0,0,236,0,0,0,169,476,756,22,03/01/99
34-0056,Mercedes-Benz,1,Cooling,,Yes,No,No,36,0,0,46,33,0,0,46,42,0,0,50,26,0,0,37,9,0,0,15,18,1360,18,02/26/99
38-0008,BMW,1,Cooling,,Yes,No,Yes,35,0,14,67,24,0,23,55,11,0,22,43,14,0,15,45,5,0,13,30,40,1929,77,02/26/99
34-0010,Mercedes-Benz,1,Cooling,,Yes,No,No,0,0,0,10,0,0,0,4,0,0,0,12,0,0,0,2,1,0,0,3,4,2178,49,02/26/99
34-0014,Mercedes-Benz,1,Cooling,,Yes,No,No,0,0,0,24,0,0,0,50,0,0,0,35,3,0,0,11,2,0,0,11,14,1207,21,02/26/99
B-531,Jaguar,4,Suspension,,Yes,Yes,No,175,146,0,701,340,123,0,892,116,70,0,631,103,109,0,508,200,192,0,649,855,28016,1804,02/25/99
C 107 WCL000,Mercedes-Benz,1,Accessories,,Yes,No,No,0,0,0,25,0,0,0,16,0,0,0,11,0,0,0,11,1,0,0,11,13,64508,4104,02/25/99
B-,Jaguar,1,Body,,No,No,No,0,0,0,22,0,0,0,24,0,0,0,25,0,0,0,13,0,0,0,26,27,1566,33,02/25/99
1272455,Volvo,2,Suspension,,Yes,Yes,Yes,711,53,120,1197,346,123,114,736,490,112,109,986,495,175,102,919,205,225,91,642,793,51028,3364,02/24/99
32-0039,Volvo,1,Cooling,,Yes,No,No,0,0,0,50,0,0,0,41,0,0,0,61,17,0,0,50,5,0,0,45,47,5672,710,02/24/99
32-0043,Volvo,1,Cooling,,Yes,Yes,Yes,0,65,57,270,0,75,33,257,0,57,47,225,164,51,28,352,95,48,52,330,426,48293,3211,02/24/99
APA479,Saab,1,Electrical,,Yes,Yes,No,120,34,0,295,47,28,0,195,0,40,0,88,2,95,0,155,2,105,0,138,162,9476,423,02/18/99
B 107 ZLR002,Mercedes-Benz,1,Accessories,,No,No,No,0,0,0,22,0,0,0,20,0,0,0,17,0,0,0,22,0,0,0,13,16,37915,2352,02/18/99
B-810,Jaguar,2,Exhaust,,No,No,No,0,0,0,45,0,0,0,15,0,0,0,16,1,0,0,45,0,0,0,7,7,6179,646,02/17/99
71-4925M,Jaguar,2,Body,,No,No,No,0,0,0,208,0,0,0,335,0,0,0,280,0,0,0,334,0,0,0,125,248,12690,694,02/17/99
39-8133/2,Jaguar,1,Body,,No,No,No,0,0,0,32,0,0,0,34,0,0,0,57,0,0,0,49,0,0,0,25,28,859,15,02/17/99
39-4233M,Jaguar,1,Body,,No,No,No,0,0,0,31,0,0,0,29,0,0,0,40,0,0,0,44,0,0,0,26,28,278,6,02/17/99
39-4234M,Jaguar,1,Body,,No,No,No,0,0,0,33,0,0,0,28,0,0,0,35,0,0,0,29,0,0,0,35,40,278,6,02/17/99
B-652,Jaguar,2,Engine,,Yes,No,No,0,0,0,141,0,0,0,62,0,0,0,48,0,0,0,59,2,0,0,26,38,564,21,02/17/99
39-8096-1,Jaguar,1,Body,,No,No,No,0,0,0,68,0,0,0,97,0,0,0,124,0,0,0,127,0,0,0,87,129,1933,46,02/17/99
1IT 113 K4WB,Mercedes-Benz,1,Accessories,,No,No,No,0,0,0,44,0,0,0,33,0,0,0,22,0,0,0,20,0,0,0,16,22,3261,114,02/17/99
