FILENAME,SUBTITLE,CONTENT,FORM,TABLE,REP_HEADER_FOOTER,HEADER_FOOTER,TITLE,QUESTIONNAIRE,OTHER
D:/PareIT/Combined\cloud.nationalbi@gmail.com (2) - St. Francis MC.pdf\55-55,,2,2,1,,5,1,,
D:/PareIT/Combined\cloud.nationalbi@gmail.com (2) - St. Francis MC.pdf\56-56,,2,2,1,,5,1,,
D:/PareIT/Combined\cloud.nationalbi@gmail.com (2) - St. Francis MC.pdf\57-57,,3,2,1,,5,2,,
D:/PareIT/Combined\cloud.nationalbi@gmail.com (2) - St. Francis MC.pdf\58-58,,3,2,,,5,1,,
D:/PareIT/Combined\cloud.nationalbi@gmail.com (2) - St. Francis MC.pdf\59-59,,2,2,1,,5,1,,
D:/PareIT/Combined\cloud.nationalbi@gmail.com (2) - St. Francis MC.pdf\60-60,,2,2,3,,5,1,,
D:/PareIT/Combined\cloud.nationalbi@gmail.com (2) - St. Francis MC.pdf\61-61,,2,2,1,,5,1,,
D:/PareIT/Combined\cloud.nationalbi@gmail.com (2) - St. Francis MC.pdf\62-64,,3,3,21,6,9,1,,
D:/PareIT/Combined\cloud.nationalbi@gmail.com (2) - St. Francis MC.pdf\66-66,,6,3,,,5,5,,
D:/PareIT/Combined\cloud.nationalbi@gmail.com (2) - St. Francis MC.pdf\86-86,1,10,6,,,5,6,,
D:/PareIT/Combined\cloud.nationalbi@gmail.com (2) - St. Francis MC.pdf\87-88,,9,6,,,5,5,,
D:/PareIT/Combined\cloud.nationalbi@gmail.com (2) - St. Francis MC.pdf\89-91,8,31,22,4,3,10,10,,4
D:/PareIT/Combined\cloud.nationalbi@gmail.com (2) - St. Francis MC.pdf\93-93,1,8,8,2,,5,,,1
D:/PareIT/Combined\cloud.nationalbi@gmail.com (2) - [REVIEW] TAEVOSYAN -- Defendant's Medical Expert's Review of Records.PDF\1-2,,4,1,,2,1,1,,
D:/PareIT/Combined\Cohen v. J.B. Hunt Trasportation Inc.Bean (PAID) - Medical Records.pdf\25-29,27,28,26,5,10,5,13,,1
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Plaintiff David Cruz's Brief.pdf\35-35,29,57,4,,,2,3,,
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Plaintiff David Cruz's Brief.pdf\44-44,,9,3,,,2,5,,
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\101-102,13,15,7,4,4,2,9,,1
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\107-111,22,28,10,7,10,5,18,,1
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\20-24,20,42,13,3,11,14,8,,10
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\41-44,22,24,10,8,8,4,11,,1
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\46-47,8,11,5,3,4,2,12,,1
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\52-56,25,40,9,6,10,5,8,,1
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\57-58,14,10,2,4,4,2,9,,1
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\63-67,25,24,7,8,10,5,11,,1
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\68-69,12,9,3,4,4,2,9,,1
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\74-78,27,24,8,8,10,5,10,,1
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\79-80,13,10,4,3,4,2,9,,1
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\84-86,,26,12,1,8,5,4,,6
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\90-92,,26,12,1,8,5,5,,5
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\93-95,2,29,10,1,6,5,7,,6
D:/PareIT/Combined\Cruz Abundio v. State of CA (Paid) - Sutter Health - Records 080819-012220 (1).pdf\96-100,19,27,9,7,10,5,22,,1
"D:/PareIT/Combined\Cruz v. Perez, et al. (PAID) - DR. RHEE'S IMAGING REVIEW REPORT.pdf\1-6",6,19,3,,6,7,4,,1
"D:/PareIT/Combined\Cruz v. Perez, et al. (PAID) - KAISER FOUNDATION HOSPTIAL.pdf\12-16",45,73,10,,10,10,22,,
"D:/PareIT/Combined\Cruz v. Perez, et al. (PAID) - KAISER FOUNDATION HOSPTIAL.pdf\25-47",111,169,21,7,46,46,35,,
"D:/PareIT/Combined\Cruz v. Perez, et al. (PAID) - KAISER FOUNDATION HOSPTIAL.pdf\63-67",82,61,9,2,10,10,6,,
"D:/PareIT/Combined\Cruz v. Perez, et al. (PAID) - PHYSICIANS NET REHAB.pdf\6-7",1,12,4,1,4,4,3,,1
"D:/PareIT/Combined\Cruz v. Perez, et al. (PAID) - RECORDS - 1 - Physicians Net Rehab DOS 7.6.16 to 2.20.17 - Cruz.pdf\1-6",11,22,5,5,11,6,11,,1
"D:/PareIT/Combined\Cruz v. Perez, et al. (PAID) - RECORDS - 6 - Dr. Gravori DOS 3.8.18 - Cruz.pdf\1-4",9,17,1,,,1,7,,2
"D:/PareIT/Combined\Cruz v. Perez, et al. (PAID) - RECORDS - 6 - Dr. Gravori DOS 9.18.19 - Cruz.pdf\1-3",6,12,5,,,1,8,,2
"D:/PareIT/Combined\Cruz v. Perez, et al. (PAID) - RECORDS - 7 - Kaiser Permanaente DOS 1.20.18 - Cruz.pdf\15-15",,10,1,,,4,6,,
"D:/PareIT/Combined\Cruz v. Perez, et al. (PAID) - RECORDS - 7 - Kaiser Permanaente DOS 1.20.18 - Cruz.pdf\6-6",3,6,5,3,,4,6,,
"D:/PareIT/Combined\Cruz v. Perez, et al. (PAID) - Shamie Record review Jesus Cruz.pdf\1-16",42,86,7,2,15,16,11,,2
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - 08_27_18 Report.pdf\1-6",13,23,3,12,11,6,14,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - Chiropractic Report with attached Chart Notes and Medical Records.pdf\11-11",,10,2,,,1,1,,5
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - Chiropractic Report with attached Chart Notes and Medical Records.pdf\12-13",13,17,5,2,2,2,11,2,
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - Chiropractic Report with attached Chart Notes and Medical Records.pdf\14-14",3,8,9,,,2,7,1,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - Chiropractic Report with attached Chart Notes and Medical Records.pdf\16-16",,7,8,,,2,8,1,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - Chiropractic Report with attached Chart Notes and Medical Records.pdf\17-17",3,12,4,,,1,1,1,
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - Desert Valley Hospital (Medical Records 7.8.16).pdf\28-29",,12,7,,2,1,6,,
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - Desert Valley Hospital (Medical Records 7.8.16).pdf\30-31",,12,7,,2,1,6,,
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - Desert Valley Hospital (Medical Records 7.8.16).pdf\32-32",,12,4,,,2,7,,
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - Desert Valley Hospital (Medical Records 7.8.16).pdf\33-33",,9,4,,,1,7,,
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - Desert Valley Hospital (Medical Records 7.8.16).pdf\34-34",,10,7,,,1,7,,
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - Desert Valley Hospital (Medical Records 7.8.16).pdf\35-35",,10,7,,,1,7,,
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - Desert Valley Hospital (Medical Records) DO NOT USE, INCL PRIOR MEDS.pdf\8-12",54,57,8,4,10,6,11,,
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\41-41",,11,7,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\42-42",,11,7,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\43-43",,9,5,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\44-44",1,6,4,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\45-45",,5,4,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\46-46",,5,4,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\47-47",,3,4,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\48-48",,,,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\49-49",,10,7,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\50-50",,10,7,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\51-51",,10,8,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\52-52",,10,8,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\53-53",,9,7,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\54-54",,6,4,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\55-55",,6,4,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\56-56",,6,4,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\57-57",,9,6,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\58-58",,8,6,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\59-59",,9,7,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\60-60",,9,7,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\61-61",,9,9,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\62-62",,9,6,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of Spine.pdf\63-63",,4,4,,,,,,1
"D:/PareIT/Combined\Cunningham Jr. v. Hicks, et al. (PAID) - MRI IMAGES of _.pdf\50-50",,10,7,,,,,,1
D:/PareIT/Combined\Dalqamouni and Rahman v. Singh - Riverside Medical- Compex.pdf\3-12,49,82,8,13,20,20,36,,1
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014A - Elliot Felman MD.PDF\30-30,2,11,4,,,2,4,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014A - Elliot Felman MD.PDF\87-87,2,8,2,3,,2,3,,
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014A - Elliot Felman MD.PDF\9-9,2,10,7,,,2,4,1,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014A - Elliot Felman MD.PDF\90-90,,4,5,1,,3,3,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014A - Elliot Felman MD.PDF\91-91,,4,3,1,,3,2,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014A - Elliot Felman MD.PDF\92-92,1,6,4,1,,2,2,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014A - Elliot Felman MD.PDF\93-94,,3,6,2,4,2,5,,4
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014A - Elliot Felman MD.PDF\96-97,1,14,4,,4,6,7,,2
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014A - Elliot Felman MD.PDF\99-99,,8,2,,,4,2,,1
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014G - Trang Van Nguyen OD FAAO.PDF\10-11,17,34,2,,,2,10,2,1
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014G - Trang Van Nguyen OD FAAO.PDF\13-13,5,6,6,,,3,1,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014G - Trang Van Nguyen OD FAAO.PDF\5-5,5,6,7,,,2,1,,1
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014G - Trang Van Nguyen OD FAAO.PDF\6-6,2,4,6,,,3,1,,1
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\10-10,,29,3,4,,1,19,1,6
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\11-11,,28,5,4,,1,20,1,5
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\12-12,,26,4,4,,1,18,1,4
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\13-13,,19,11,2,,1,11,1,4
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\14-14,2,18,3,4,,1,6,1,4
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\15-15,16,15,20,1,,1,10,1,1
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\16-16,13,31,30,,,1,9,1,2
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\17-17,18,35,33,,,1,9,1,1
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\18-18,16,30,30,,,1,11,1,1
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\19-19,,6,,,,3,2,,2
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\21-21,,15,1,,,3,,,2
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\22-22,,9,1,,,3,,,2
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\23-23,,7,4,,,2,,,2
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\24-24,1,11,3,,,4,,,2
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\25-25,,8,2,,,3,,,2
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\27-35,,10,4,1,8,10,6,,31
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\36-36,,9,2,,,2,1,,5
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\37-37,,9,2,,,2,1,,5
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\38-38,,9,2,,,2,1,,5
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\39-39,,8,2,,,2,1,,5
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\40-40,1,4,3,,,3,2,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\41-41,1,3,4,,,3,2,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\42-42,1,3,4,,,3,2,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\43-43,1,3,4,,,3,2,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\44-44,1,3,4,,,3,2,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\45-45,1,3,4,,,3,2,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\46-46,1,3,4,,,3,2,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\47-47,1,3,4,,,3,2,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\48-48,1,3,4,,,3,2,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\49-49,1,3,4,,,3,2,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\50-50,1,3,4,,,3,2,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\51-51,,5,6,,,3,1,,3
D:/PareIT/Combined\Daniels v. Lee et al (PAID) - BY2014I - Diddie Kenneth.PDF\9-9,4,17,3,,,1,9,1,2
D:/PareIT/Combined\Dignity Health - St. Rose .pdf\22-27,14,23,11,3,12,6,12,,1
D:/PareIT/Combined\dr badday medical records.pdf\10-10,,10,1,,,2,9,,2
D:/PareIT/Combined\dr badday medical records.pdf\11-11,,,1,12,,1,,1,1
D:/PareIT/Combined\dr badday medical records.pdf\12-12,,4,2,11,,2,,,
D:/PareIT/Combined\dr badday medical records.pdf\13-13,,11,1,,,2,9,,1
D:/PareIT/Combined\dr badday medical records.pdf\21-22,,,1,,,2,2,2,1
D:/PareIT/Combined\dr badday medical records.pdf\23-23,1,4,4,,,2,1,,1
D:/PareIT/Combined\dr badday medical records.pdf\24-24,,11,3,,,1,9,,2
D:/PareIT/Combined\dr badday medical records.pdf\9-9,,2,3,,,3,1,1,1
D:/PareIT/Combined\dr belling medical records.pdf\2-2,,2,1,1,,,2,1,2
D:/PareIT/Combined\dr beshai medical records.pdf\1-4,,16,2,,8,4,12,,2
D:/PareIT/Combined\dr beshai medical records.pdf\11-12,,8,3,,4,2,5,,2
D:/PareIT/Combined\dr beshai medical records.pdf\5-8,3,17,5,,8,4,18,,2
D:/PareIT/Combined\dr beshai medical records.pdf\9-10,,7,3,,4,2,5,,2
D:/PareIT/Combined\dr freed medical records (referral from dr jackson).pdf\1-1,,13,2,,,3,3,,2
D:/PareIT/Combined\dr giacobetti medical records.pdf\1-2,2,12,1,1,,5,7,,1
D:/PareIT/Combined\dr giacobetti medical records.pdf\10-11,2,13,1,,,5,7,,1
D:/PareIT/Combined\dr giacobetti medical records.pdf\12-13,2,14,1,,,5,7,,1
D:/PareIT/Combined\dr giacobetti medical records.pdf\14-15,2,19,2,,,5,7,,1
D:/PareIT/Combined\dr giacobetti medical records.pdf\16-18,2,14,5,,5,7,8,,3
D:/PareIT/Combined\dr giacobetti medical records.pdf\19-19,,9,4,1,,2,12,1,1
D:/PareIT/Combined\dr giacobetti medical records.pdf\20-20,,8,6,,,1,4,,3
D:/PareIT/Combined\dr giacobetti medical records.pdf\22-22,,1,1,,,1,7,1,1
D:/PareIT/Combined\dr giacobetti medical records.pdf\23-23,,2,2,,,3,1,,3
D:/PareIT/Combined\dr giacobetti medical records.pdf\24-24,,1,4,,,1,2,1,3
D:/PareIT/Combined\dr giacobetti medical records.pdf\26-26,,2,1,1,,2,1,,1
D:/PareIT/Combined\dr giacobetti medical records.pdf\28-29,2,14,1,,,5,8,,3
D:/PareIT/Combined\dr giacobetti medical records.pdf\3-5,1,11,2,,1,4,7,,3
D:/PareIT/Combined\dr giacobetti medical records.pdf\30-30,,9,2,,,2,5,,1
D:/PareIT/Combined\dr giacobetti medical records.pdf\31-31,,9,2,,,2,5,,1
D:/PareIT/Combined\dr giacobetti medical records.pdf\32-35,8,26,2,1,3,7,16,,4
D:/PareIT/Combined\dr giacobetti medical records.pdf\6-9,5,24,2,1,3,8,15,,5
D:/PareIT/Combined\dr jacobs medical records.pdf\1-4,35,48,4,,3,8,11,,1
D:/PareIT/Combined\dr jacobs medical records.pdf\5-7,1,11,7,2,2,8,2,,
D:/PareIT/Combined\dr surloff CHAPMAN.pdf\1-6,21,11,3,19,11,7,8,,
D:/PareIT/Combined\dr surloff CHAPMAN.pdf\7-16,14,35,2,,19,11,8,,1
D:/PareIT/Combined\dr. j annabi rec.pdf\1-3,,10,6,,6,10,5,,1
D:/PareIT/Combined\dr. j annabi rec.pdf\10-15,28,50,5,,12,19,22,,
D:/PareIT/Combined\dr. j annabi rec.pdf\16-21,59,88,6,,12,12,35,,1
D:/PareIT/Combined\dr. j annabi rec.pdf\22-26,14,39,5,,10,16,22,,1
D:/PareIT/Combined\dr. j annabi rec.pdf\27-31,37,66,6,,10,10,31,,
D:/PareIT/Combined\dr. j annabi rec.pdf\32-35,37,56,7,,8,8,25,,1
D:/PareIT/Combined\dr. j annabi rec.pdf\36-40,25,42,6,,10,10,21,,1
D:/PareIT/Combined\dr. j annabi rec.pdf\4-9,50,76,5,,12,12,28,,1
D:/PareIT/Combined\dr. j annabi rec.pdf\41-41,1,10,1,,,4,6,,3
D:/PareIT/Combined\dr. j annabi rec.pdf\42-42,,10,1,,,5,6,,2
D:/PareIT/Combined\dr. j annabi rec.pdf\43-44,,13,1,,4,4,6,,3
D:/PareIT/Combined\dr. j annabi rec.pdf\45-46,,11,1,,4,4,5,,3
D:/PareIT/Combined\dr. m. annabi.pdf\1-1,,6,2,,,3,3,,
D:/PareIT/Combined\dr. m. annabi.pdf\10-11,,16,4,,4,4,9,,
D:/PareIT/Combined\dr. m. annabi.pdf\12-13,27,38,6,,4,2,8,,
D:/PareIT/Combined\dr. m. annabi.pdf\2-3,15,34,11,,2,2,9,,
D:/PareIT/Combined\dr. m. annabi.pdf\4-4,15,31,7,,,3,9,,
D:/PareIT/Combined\dr. m. annabi.pdf\5-5,17,33,6,,,2,9,,
D:/PareIT/Combined\dr. m. annabi.pdf\6-7,15,29,5,,4,2,9,,
D:/PareIT/Combined\dr. m. annabi.pdf\8-9,15,30,5,,4,2,9,,1
"D:/PareIT/Combined\Edwin Haronian, M.D..pdf\11-18",5,38,6,15,18,21,7,,
"D:/PareIT/Combined\Edwin Haronian, M.D..pdf\112-119",5,44,7,7,26,21,7,,
"D:/PareIT/Combined\Edwin Haronian, M.D..pdf\40-46",5,23,3,8,12,21,7,,
D:/PareIT/Combined\Elmore v. Nelson - Elmore Medical Records.pdf\14-22,51,63,10,24,9,,31,,1
D:/PareIT/Combined\Elmore v. Nelson - Elmore Medical Records.pdf\66-70,43,61,7,4,5,,16,,1
D:/PareIT/Combined\esperanza well pt 2.pdf\1-3,,30,3,,5,12,8,,2
D:/PareIT/Combined\esperanza well pt 2.pdf\4-6,9,35,5,,7,14,13,,4
D:/PareIT/Combined\esperanza well pt 2.pdf\8-8,,10,3,,,4,5,,1
D:/PareIT/Combined\exam notes 10.15.19.pdf\1-5,19,35,3,8,9,10,14,,2
D:/PareIT/Combined\extracted Kaiser records Johnson.pdf\1-3,6,26,10,6,2,7,21,,3
D:/PareIT/Combined\extracted Kaiser records Johnson.pdf\21-25,4,50,11,8,6,8,43,,4
D:/PareIT/Combined\extracted Kaiser records Johnson.pdf\26-32,4,47,13,11,13,8,51,,3
D:/PareIT/Combined\extracted Kaiser records Johnson.pdf\33-36,8,39,5,2,6,6,25,,2
D:/PareIT/Combined\extracted Kaiser records Johnson.pdf\37-41,2,50,6,2,10,5,31,,1
D:/PareIT/Combined\extracted Kaiser records Johnson.pdf\4-8,9,47,4,2,10,5,30,,1
D:/PareIT/Combined\extracted Kaiser records Johnson.pdf\42-42,,14,2,,,3,10,,1
D:/PareIT/Combined\extracted Kaiser records Johnson.pdf\43-45,3,24,15,1,5,4,16,,2
D:/PareIT/Combined\extracted Kaiser records Johnson.pdf\46-53,5,52,39,5,16,8,83,,3
D:/PareIT/Combined\extracted Kaiser records Johnson.pdf\54-95,15,223,175,12,48,85,110,,21
D:/PareIT/Combined\extracted Kaiser records Johnson.pdf\9-20,10,77,18,9,24,12,54,,5
"D:/PareIT/Combined\Felix v. Southern California Underground Contractors Inc., et al - D.B Ferrero - Medical Recs and Bills 5.17.18.pdf\12-16",19,24,1,,4,5,1,,1
"D:/PareIT/Combined\Felix v. Southern California Underground Contractors Inc., et al - Dr. Agresti Records 3-14-18.pdf\23-27",36,22,5,16,5,1,4,,
"D:/PareIT/Combined\Felix v. Southern California Underground Contractors Inc., et al - Timothy Fife, M.D. Chart Notes.pdf\2-6",47,57,13,,10,10,15,,
D:/PareIT/Combined\First Part - Kaiser Records.pdf\110-127,30,104,33,2,36,49,83,,15
D:/PareIT/Combined\Flinn Milligan Matter (PAID) - MRI report-right shoulder.pdf\1-1,2,12,5,,,3,5,,
D:/PareIT/Combined\Fontanez v. Messner (Paid) - Regenerative Medical Group - Meds.pdf\1-3,22,21,7,1,4,2,13,,
D:/PareIT/Combined\Fontanez v. Messner (Paid) - San Antonio Regional - Meds & Billing.pdf\63-63,2,5,4,2,,3,1,,1
D:/PareIT/Combined\Garcia Alvarado et. al. v. Wonderful Pistachios et. al (PAID) - Exhibit 2.pdf\84-88,,43,32,,10,5,8,,
D:/PareIT/Combined\Garcia Alvarado et. al. v. Wonderful Pistachios et. al (PAID) - Exhibit 2.pdf\89-93,4,23,8,8,10,10,5,,
D:/PareIT/Combined\Gianunzio v. Tiedeman - Dr. Bose' Report.pdf\1-5,,13,1,,5,11,3,,2
"D:/PareIT/Combined\Gianunzio v. Tiedeman - TITAN-East West Eye Inst.Dr. Michelle Sato, M.D..pdf.pdf\11-14",4,16,8,10,4,5,24,,
"D:/PareIT/Combined\Gianunzio v. Tiedeman - TITAN-East West Eye Inst.Dr. Michelle Sato, M.D..pdf.pdf\15-19",12,16,8,13,5,6,20,,
"D:/PareIT/Combined\Gianunzio v. Tiedeman - TITAN-East West Eye Inst.Dr. Michelle Sato, M.D..pdf.pdf\20-24",19,25,11,14,5,6,24,,
"D:/PareIT/Combined\Gianunzio v. Tiedeman - TITAN-East West Eye Inst.Dr. Michelle Sato, M.D..pdf.pdf\7-10",10,17,12,13,3,6,19,,
D:/PareIT/Combined\Girard v. James River Insurance Co. (PAID) - 01.25.19.pdf\2-2,,1,1,,,1,1,1,1
D:/PareIT/Combined\Girard v. James River Insurance Co. (PAID) - 2019.06.27 UCLA Health- Michelle Girard.pdf\1-1,,16,5,,,5,,,1
